Mod:Item:MetaData, Localized Name
aura:monitor, Monitor
aura:fairyTorch, tile.fairyTorch.name
aura:magicRoad, Traveler's Bricks
aura:auraNodecapacitor, Aura Capacitor
aura:fortifiedDirt, Fortified Dirt
aura:fortifiedWood, Fortified Planks
aura:fortifiedGlass, Fortified Glass
aura:fortifiedCobblestone, Fortified Cobblestone
aura:fortifiedStone, Fortified Stone
aura:fortifiedObsidian, Fortified Obsidian
aura:trampoline, Rebounding Enigma
aura:consumerBlockfurnace, Cascading Smelter
aura:consumerBlockplant, Cascading Grower
aura:consumerBlockore, Cascading Processor
aura:consumerBlockloot, Cascading Looter
aura:consumerBlockmob, Cascading Spawner
aura:consumerBlockangel, Cascading Synthesizer
aura:consumerBlocknether, Ritual of the Nether
aura:consumerBlockenchant, Kaleidoscopic Enchanter
aura:consumerBlockpotion, Cascading Brewer
aura:consumerBlockdye, Cascading Colorer
aura:consumerBlockoreAdv, Prismatic Processor
aura:consumerBlockminer, Cascading Miner
aura:consumerBlockfish, Cascading Fisher
aura:consumerBlockend, Ritual of the End
aura:auraNode, Aura Node
aura:auraNodepump, Burning Aura Pump
aura:auraNodeconserve, Conserving Aura Node
aura:auraNodecraftingCenter, Vortex Controller
aura:auraNodecraftingPedestal, Vortex Pedestal
aura:auraNodepumpAlt, Alternating Burning Aura Pump
aura:auraNodepumpProjectile, Projectile Aura Pump
aura:auraNodepumpFall, Momentum Aura Pump
aura:auraNodepumpLight, Illumination Aura Pump
aura:auraNodepumpRedstone, Redstone Aura Pump
aura:auraNodepumpProjectileAlt, Alternating Projectile Aura Pump
aura:auraNodepumpFallAlt, Alternating Momentum Aura Pump
aura:auraNodepumpCreative, Creative Pump (Creative Only)
aura:auraNodepumpLightAlt, Alternating Illumination Aura Pump
aura:auraNodepumpRedstoneAlt, Alternating Redstone Aura Pump
aura:redHole, Portable Red Hole
aura:lexicon, Encyclopedia Aura
aura:amuletFood, Amulet of the Forbidden Fruit
aura:yellowAmulet, Yellow Protection Amulet
aura:purpleAmulet, Violet Protection Amulet
aura:redAmulet, Red Protection Amulet
aura:blackHole, Portable Black Hole
aura:fairyRing, Ring of Binding
aura:angelJumpAmulet, Amulet of the Angel's Wing
aura:whiteCrystal:0, Aura Crystal
aura:prismaticWand, Prismatic Wand
aura:explosionRing, Ring of the Shattered Stone
aura:angelsteelSword0:0, Blue Angel's Steel sword of the first degree
aura:angelsteelSword0:0, Green Angel's Steel sword of the first degree
aura:angelsteelSword0:0, Orange Angel's Steel sword of the first degree
aura:angelsteelSword0:0, Red Angel's Steel sword of the first degree
aura:angelsteelSword0:0, Violet Angel's Steel sword of the first degree
aura:angelsteelSword0:0, Yellow Angel's Steel sword of the first degree
aura:angelsteelSword1:0, Blue Angel's Steel sword of the second degree
aura:angelsteelSword1:0, Green Angel's Steel sword of the second degree
aura:angelsteelSword1:0, Orange Angel's Steel sword of the second degree
aura:angelsteelSword1:0, Red Angel's Steel sword of the second degree
aura:angelsteelSword1:0, Violet Angel's Steel sword of the second degree
aura:angelsteelSword1:0, Yellow Angel's Steel sword of the second degree
aura:angelsteelSword2:0, Blue Angel's Steel sword of the third degree
aura:angelsteelSword2:0, Green Angel's Steel sword of the third degree
aura:angelsteelSword2:0, Orange Angel's Steel sword of the third degree
aura:angelsteelSword2:0, Red Angel's Steel sword of the third degree
aura:angelsteelSword2:0, Violet Angel's Steel sword of the third degree
aura:angelsteelSword2:0, Yellow Angel's Steel sword of the third degree
aura:angelsteelSword3:0, Blue Angel's Steel sword of the fourth degree
aura:angelsteelSword3:0, Green Angel's Steel sword of the fourth degree
aura:angelsteelSword3:0, Orange Angel's Steel sword of the fourth degree
aura:angelsteelSword3:0, Red Angel's Steel sword of the fourth degree
aura:angelsteelSword3:0, Violet Angel's Steel sword of the fourth degree
aura:angelsteelSword3:0, Yellow Angel's Steel sword of the fourth degree
aura:angelsteelSword4:0, Blue Angel's Steel sword of the fifth degree
aura:angelsteelSword4:0, Green Angel's Steel sword of the fifth degree
aura:angelsteelSword4:0, Orange Angel's Steel sword of the fifth degree
aura:angelsteelSword4:0, Red Angel's Steel sword of the fifth degree
aura:angelsteelSword4:0, Violet Angel's Steel sword of the fifth degree
aura:angelsteelSword4:0, Yellow Angel's Steel sword of the fifth degree
aura:angelsteelSword5:0, Blue Angel's Steel sword of the sixth degree
aura:angelsteelSword5:0, Green Angel's Steel sword of the sixth degree
aura:angelsteelSword5:0, Orange Angel's Steel sword of the sixth degree
aura:angelsteelSword5:0, Red Angel's Steel sword of the sixth degree
aura:angelsteelSword5:0, Violet Angel's Steel sword of the sixth degree
aura:angelsteelSword5:0, Yellow Angel's Steel sword of the sixth degree
aura:angelsteelSword6:0, Blue Angel's Steel sword of the seventh degree
aura:angelsteelSword6:0, Green Angel's Steel sword of the seventh degree
aura:angelsteelSword6:0, Orange Angel's Steel sword of the seventh degree
aura:angelsteelSword6:0, Red Angel's Steel sword of the seventh degree
aura:angelsteelSword6:0, Violet Angel's Steel sword of the seventh degree
aura:angelsteelSword6:0, Yellow Angel's Steel sword of the seventh degree
aura:angelsteelSword7:0, Blue Angel's Steel sword of the eighth degree
aura:angelsteelSword7:0, Green Angel's Steel sword of the eighth degree
aura:angelsteelSword7:0, Orange Angel's Steel sword of the eighth degree
aura:angelsteelSword7:0, Red Angel's Steel sword of the eighth degree
aura:angelsteelSword7:0, Violet Angel's Steel sword of the eighth degree
aura:angelsteelSword7:0, Yellow Angel's Steel sword of the eighth degree
aura:angelsteelSword8:0, Blue Angel's Steel sword of the ninth degree
aura:angelsteelSword8:0, Green Angel's Steel sword of the ninth degree
aura:angelsteelSword8:0, Orange Angel's Steel sword of the ninth degree
aura:angelsteelSword8:0, Red Angel's Steel sword of the ninth degree
aura:angelsteelSword8:0, Violet Angel's Steel sword of the ninth degree
aura:angelsteelSword8:0, Yellow Angel's Steel sword of the ninth degree
aura:angelsteelSword9:0, Blue Angel's Steel sword of the tenth degree
aura:angelsteelSword9:0, Green Angel's Steel sword of the tenth degree
aura:angelsteelSword9:0, Orange Angel's Steel sword of the tenth degree
aura:angelsteelSword9:0, Red Angel's Steel sword of the tenth degree
aura:angelsteelSword9:0, Violet Angel's Steel sword of the tenth degree
aura:angelsteelSword9:0, Yellow Angel's Steel sword of the tenth degree
aura:angelsteelSword10:0, Blue Angel's Steel sword of the eleventh degree
aura:angelsteelSword10:0, Green Angel's Steel sword of the eleventh degree
aura:angelsteelSword10:0, Orange Angel's Steel sword of the eleventh degree
aura:angelsteelSword10:0, Red Angel's Steel sword of the eleventh degree
aura:angelsteelSword10:0, Violet Angel's Steel sword of the eleventh degree
aura:angelsteelSword10:0, Yellow Angel's Steel sword of the eleventh degree
aura:angelsteelPickaxe0, Angel's Steel pickaxe of the first degree
aura:angelsteelPickaxe1, Angel's Steel pickaxe of the second degree
aura:angelsteelPickaxe2, Angel's Steel pickaxe of the third degree
aura:angelsteelPickaxe3, Angel's Steel pickaxe of the fourth degree
aura:angelsteelPickaxe4, Angel's Steel pickaxe of the fifth degree
aura:angelsteelPickaxe5, Angel's Steel pickaxe of the sixth degree
aura:angelsteelPickaxe6, Angel's Steel pickaxe of the seventh degree
aura:angelsteelPickaxe7, Angel's Steel pickaxe of the eighth degree
aura:angelsteelPickaxe8, Angel's Steel pickaxe of the ninth degree
aura:angelsteelPickaxe9, Angel's Steel pickaxe of the tenth degree
aura:angelsteelPickaxe10, Angel's Steel pickaxe of the eleventh degree
aura:comboSword, Sword of the Barbarian
aura:angelsteelAxe0, Angel's Steel axe of the first degree
aura:angelsteelAxe1, Angel's Steel axe of the second degree
aura:angelsteelAxe2, Angel's Steel axe of the third degree
aura:angelsteelAxe3, Angel's Steel axe of the fourth degree
aura:angelsteelAxe4, Angel's Steel axe of the fifth degree
aura:angelsteelAxe5, Angel's Steel axe of the sixth degree
aura:angelsteelAxe6, Angel's Steel axe of the seventh degree
aura:angelsteelAxe7, Angel's Steel axe of the eighth degree
aura:angelsteelAxe8, Angel's Steel axe of the ninth degree
aura:angelsteelAxe9, Angel's Steel axe of the tenth degree
aura:angelsteelAxe10, Angel's Steel axe of the eleventh degree
aura:transmutingSword, Transmuting Sword
aura:greenAmulet, Green Protection Amulet
aura:swordThief, Sword of the Thief
aura:angelsteelShovel0, Angel's Steel shovel of the first degree
aura:angelsteelShovel1, Angel's Steel shovel of the second degree
aura:angelsteelShovel2, Angel's Steel shovel of the third degree
aura:angelsteelShovel3, Angel's Steel shovel of the fourth degree
aura:angelsteelShovel4, Angel's Steel shovel of the fifth degree
aura:angelsteelShovel5, Angel's Steel shovel of the sixth degree
aura:angelsteelShovel6, Angel's Steel shovel of the seventh degree
aura:angelsteelShovel7, Angel's Steel shovel of the eighth degree
aura:angelsteelShovel8, Angel's Steel shovel of the ninth degree
aura:angelsteelShovel9, Angel's Steel shovel of the tenth degree
aura:angelsteelShovel10, Angel's Steel shovel of the eleventh degree
aura:orangeAmulet, Orange Protection Amulet
aura:angelStepBelt, Sash of the Angel's Heels
aura:blueAmulet, Blue Protection Amulet
aura:prismWhite, Arcane Prism
aura:ingotWhite, Arcane White Ingot
aura:ingotGreen, Arcane Green Ingot
aura:ingotBlack, Arcane Black Ingot
aura:ingotRed, Arcane Red Ingot
aura:ingotOrange, Arcane Orange Ingot
aura:ingotYellow, Arcane Yellow Ingot
aura:ingotBlue, Arcane Blue Ingot
aura:ingotViolet, Arcane Violet Ingot
aura:gemWhite, Arcane White Gem
aura:gemGreen, Arcane Green Gem
aura:gemBlack, Arcane Black Gem
aura:gemRed, Arcane Red Gem
aura:gemOrange, Arcane Orange Gem
aura:gemYellow, Arcane Yellow Gem
aura:gemBlue, Arcane Blue Gem
aura:gemViolet, Arcane Violet Gem
aura:mirror, Mirror of the Angel
aura:fairyCharm:0, Fairy Charm: Fairy
aura:fairyCharm:1, Fairy Charm: Fighter Fairy
aura:fairyCharm:2, Fairy Charm: Debuffer Fairy
aura:fairyCharm:3, Fairy Charm: Buffer Fairy
aura:fairyCharm:4, Fairy Charm: Stealer Fairy
aura:fairyCharm:5, Fairy Charm: Pusher Fairy
aura:fairyCharm:6, Fairy Charm: Shooter Fairy
aura:fairyCharm:7, Fairy Charm: Savior Fairy
aura:fairyCharm:8, Fairy Charm: Fetcher Fairy
aura:fairyCharm:9, Fairy Charm: Baiter Fairy
aura:fairyCharm:10, Fairy Charm: Breeder Fairy
aura:fairyCharm:11, Fairy Charm: Scarer Fairy
aura:fairyCharm:12, Fairy Charm: Extinguisher Fairy
aura:fairyCharm:13, Fairy Charm: Digger Fairy
aura:fairyCharm:14, Fairy Charm: Glider Fairy
aura:fairyCharm:15, Fairy Charm: Lighter Fairy
aura:fairyCharm:16, Fairy Charm: Trainer Fairy
aura:ingotAngelSteel:0, Angel's Steel of the first degree
aura:ingotAngelSteel:1, Angel's Steel of the second degree
aura:ingotAngelSteel:2, Angel's Steel of the third degree
aura:ingotAngelSteel:3, Angel's Steel of the fourth degree
aura:ingotAngelSteel:4, Angel's Steel of the fifth degree
aura:ingotAngelSteel:5, Angel's Steel of the sixth degree
aura:ingotAngelSteel:6, Angel's Steel of the seventh degree
aura:ingotAngelSteel:7, Angel's Steel of the eighth degree
aura:ingotAngelSteel:8, Angel's Steel of the ninth degree
aura:ingotAngelSteel:9, Angel's Steel of the tenth degree
aura:ingotAngelSteel:10, Angel's Steel of the eleventh degree
avaritia:resource:0, Diamond Lattice
avaritia:resource:1, Crystal Matrix Ingot
avaritia:resource:2, Pile of Neutrons
avaritia:resource:3, Neutronium Nugget
avaritia:resource:4, Neutronium Ingot
avaritia:resource:5, Infinity Catalyst
avaritia:resource:6, Infinity Ingot
avaritia:resource:7, Record Fragment
avaritia:singularity:0, Iron Singularity
avaritia:singularity:1, Golden Singularity
avaritia:singularity:2, Lapis Singularity
avaritia:singularity:3, Redstone Singularity
avaritia:singularity:4, Nether Quartz Singularity
avaritia:singularity:5, Copper Singularity
avaritia:singularity:6, Tin Singularity
avaritia:singularity:7, Lead Singularity
avaritia:singularity:8, Silver Singularity
avaritia:singularity:9, Nickel Singularity
avaritia:singularity:10, Diamond Singularity
avaritia:singularity:11, Emerald Singularity
avaritia:infinity_sword, Sword of the Cosmos
avaritia:infinity_bow, Longbow of the Heavens
avaritia:infinity_pickaxe, World Breaker
avaritia:infinity_shovel, Planet Eater
avaritia:infinity_axe, Nature's Ruin
avaritia:infinity_helmet, Infinity Helmet
avaritia:infinity_chestplate, Infinity Breastplate
avaritia:infinity_pants, Infinity Leggings
avaritia:infinity_boots, Infinity Boots
avaritia:skullfire_sword, Skullfire Sword
avaritia:endest_pearl, Endest Pearl
avaritia:ultimate_stew, Ultimate Stew
avaritia:cosmic_meatballs, Cosmic Meatballs
avaritia:matter_cluster, Matter Cluster
avaritia:compressed_workbench, Compressed Crafting Table
avaritia:very_compressed_workbench, Double Compressed Crafting Table
avaritia:dire_crafting, Dire Crafting Table
avaritia:block_resource:0, Neutronium Block
avaritia:block_resource:1, Infinity Block
avaritia:block_resource:2, Crystal Matrix
avaritia:neutron_collector, Neutron Collector
avaritia:neutronium_compressor, Neutronium Compressor
backpack:backpack:0, Small Backpack
backpack:backpack:1, Black Backpack
backpack:backpack:2, Red Backpack
backpack:backpack:3, Green Backpack
backpack:backpack:4, Brown Backpack
backpack:backpack:5, Blue Backpack
backpack:backpack:6, Purple Backpack
backpack:backpack:7, Cyan Backpack
backpack:backpack:8, Light Gray Backpack
backpack:backpack:9, Gray Backpack
backpack:backpack:10, Pink Backpack
backpack:backpack:11, Lime Backpack
backpack:backpack:12, Yellow Backpack
backpack:backpack:13, Light Blue Backpack
backpack:backpack:14, Magenta Backpack
backpack:backpack:15, Orange Backpack
backpack:backpack:16, White Backpack
backpack:backpack:100, Middle Backpack
backpack:backpack:101, Middle Black Backpack
backpack:backpack:102, Middle Red Backpack
backpack:backpack:103, Middle Green Backpack
backpack:backpack:104, Middle Brown Backpack
backpack:backpack:105, Middle Blue Backpack
backpack:backpack:106, Middle Purple Backpack
backpack:backpack:107, Middle Cyan Backpack
backpack:backpack:108, Middle Light Gray Backpack
backpack:backpack:109, Middle Gray Backpack
backpack:backpack:110, Middle Pink Backpack
backpack:backpack:111, Middle Lime Backpack
backpack:backpack:112, Middle Yellow Backpack
backpack:backpack:113, Middle Light Blue Backpack
backpack:backpack:114, Middle Magenta Backpack
backpack:backpack:115, Middle Orange Backpack
backpack:backpack:116, Middle White Backpack
backpack:backpack:200, Big Backpack
backpack:backpack:201, Big Black Backpack
backpack:backpack:202, Big Red Backpack
backpack:backpack:203, Big Green Backpack
backpack:backpack:204, Big Brown Backpack
backpack:backpack:205, Big Blue Backpack
backpack:backpack:206, Big Purple Backpack
backpack:backpack:207, Big Cyan Backpack
backpack:backpack:208, Big Light Gray Backpack
backpack:backpack:209, Big Gray Backpack
backpack:backpack:210, Big Pink Backpack
backpack:backpack:211, Big Lime Backpack
backpack:backpack:212, Big Yellow Backpack
backpack:backpack:213, Big Light Blue Backpack
backpack:backpack:214, Big Magenta Backpack
backpack:backpack:215, Big Orange Backpack
backpack:backpack:216, Big White Backpack
backpack:bound_leather, Bound Leather
backpack:tanned_leather, Tanned Leather
backpack:stick:0, Stone Stick
backpack:stick:1, Iron Stick
backpack:backpack_frame:0, Wooden Frame
backpack:backpack_frame:1, Stone Frame
backpack:backpack_frame:2, Iron Frame
backpack:backpack_piece:0, Top Backpack Piece
backpack:backpack_piece:1, Middle Backpack Piece
backpack:backpack_piece:2, Bottom Backpack Piece
base:wrench, Wrench
bibliocraft:Bookcase:0, Oak Bookcase
bibliocraft:Bookcase:1, Spruce Bookcase
bibliocraft:Bookcase:2, Birch Bookcase
bibliocraft:Bookcase:3, Jungle Bookcase
bibliocraft:Bookcase:4, Acacia Bookcase
bibliocraft:Bookcase:5, Dark Oak Bookcase
bibliocraft:Bookcase:6, Framed Bookcase
bibliocraft:BookcaseCreative:0, Oak Creative Bookcase
bibliocraft:BookcaseCreative:1, Spruce Creative Bookcase
bibliocraft:BookcaseCreative:2, Birch Creative Bookcase
bibliocraft:BookcaseCreative:3, Jungle Creative Bookcase
bibliocraft:BookcaseCreative:4, Acacia Creative Bookcase
bibliocraft:BookcaseCreative:5, Dark Oak Creative Bookcase
bibliocraft:BookcaseCreative:6, Framed Creative Bookcase
bibliocraft:Shelf:0, Oak Shelf
bibliocraft:Shelf:1, Spruce Shelf
bibliocraft:Shelf:2, Birch Shelf
bibliocraft:Shelf:3, Jungle Shelf
bibliocraft:Shelf:4, Acacia Shelf
bibliocraft:Shelf:5, Dark Oak
bibliocraft:Shelf:6, Framed Shelf
bibliocraft:MarkerPole, tile.BiblioCraft:MarkerPole.name
bibliocraft:Clipboard, tile.BiblioCraft:Clipboard.name
bibliocraft:LanternGold:0, Fancy Lantern
bibliocraft:LanternGold:1, Fancy Lantern
bibliocraft:LanternGold:2, Fancy Lantern
bibliocraft:LanternGold:3, Fancy Lantern
bibliocraft:LanternGold:4, Fancy Lantern
bibliocraft:LanternGold:5, Fancy Lantern
bibliocraft:LanternGold:6, Fancy Lantern
bibliocraft:LanternGold:7, Fancy Lantern
bibliocraft:LanternGold:8, Fancy Lantern
bibliocraft:LanternGold:9, Fancy Lantern
bibliocraft:LanternGold:10, Fancy Lantern
bibliocraft:LanternGold:11, Fancy Lantern
bibliocraft:LanternGold:12, Fancy Lantern
bibliocraft:LanternGold:13, Fancy Lantern
bibliocraft:LanternGold:14, Fancy Lantern
bibliocraft:LanternGold:15, Fancy Lantern
bibliocraft:LanternIron:0, Fancy Lantern
bibliocraft:LanternIron:1, Fancy Lantern
bibliocraft:LanternIron:2, Fancy Lantern
bibliocraft:LanternIron:3, Fancy Lantern
bibliocraft:LanternIron:4, Fancy Lantern
bibliocraft:LanternIron:5, Fancy Lantern
bibliocraft:LanternIron:6, Fancy Lantern
bibliocraft:LanternIron:7, Fancy Lantern
bibliocraft:LanternIron:8, Fancy Lantern
bibliocraft:LanternIron:9, Fancy Lantern
bibliocraft:LanternIron:10, Fancy Lantern
bibliocraft:LanternIron:11, Fancy Lantern
